agent,convergence,rand_rpr,rand_ppg,rand_nwins,rand_winp,heur_rpr,heur_ppg,heur_nwins,heur_winp
qfa-0-3151,42.787453734976566,0.010318737600291037,52.0,73,0.73,0.008592262127124346,1.4400000000000008,28,0.28
qfa-0-3152,21.24571155002063,0.010175631966213709,48.57,67,0.67,0.007808198327797505,17.25,35,0.35
qfa-0-3153,14.375299477829612,0.010341052526822738,45.870000000000005,68,0.68,0.009891873678178748,12.55,33,0.33
qfa-0-3154,15.750898646837957,0.011651033859511184,39.5,62,0.62,0.010704480724471643,8.32,30,0.3
qfa-0-3155,12.64213567136674,0.010527436698681418,55.79,69,0.69,0.009683491928876803,15.8,35,0.35
qfa-0-3156,45.37679522237883,0.0094669678035042,32.660000000000004,64,0.64,0.009598769649108333,13.02,36,0.36
qfa-0-3158,50.66909792742098,0.009255252255388827,43.370000000000005,64,0.64,0.008242797501884483,15.809999999999999,30,0.3
qfa-0-3159,33.01376796717114,0.009500387563773999,49.61,73,0.73,0.009490570540819419,14.879999999999999,27,0.27
qfa-0-3160,34.98191751809708,0.01073441445442923,45.54,70,0.7,0.01031279127762987,17.4,36,0.36
qfa-0-3161,17.224532782596384,0.010504016576904437,38.480000000000004,58,0.58,0.01051921943942211,14.209999999999999,33,0.33
qfa-0-3162,47.29638125910085,0.011032663488253307,49.08,63,0.63,0.009541027336876772,9.99,35,0.35
qfa-0-3163,53.499750159498774,0.00959421689015869,34.77,58,0.58,0.009278887784436455,8.909999999999998,33,0.33
qfa-0-3164,74.83188002589405,0.008643476444828746,47.53,68,0.68,0.00787115299343229,15.969999999999999,36,0.36
qfa-0-3165,34.356938172244575,0.008825802801007438,44.650000000000006,70,0.7,0.008612053710922864,16.16,41,0.41
qfa-0-3166,57.817779853161305,0.009815010922078243,46.07000000000001,72,0.72,0.009930536628521114,18.55,38,0.38
qfa-0-3167,43.38648391585974,0.00865558082651511,34.879999999999995,60,0.6,0.00913240164813057,15.86,37,0.37
qfa-0-3168,37.14999255973142,0.009521992575814351,30.76,45,0.45,0.00961128187356836,7.81,36,0.36
qfa-0-3169,52.78216033287157,0.006323649042983126,45.82,64,0.64,0.00619847694217847,13.260000000000002,32,0.32
qfa-0-3170,54.722866896546016,0.008844097744910379,40.489999999999995,64,0.64,0.008404565855368733,5.639999999999999,31,0.31
qfa-0-3171,45.06444022153921,0.01000878051260625,43.05,63,0.63,0.009264943613333505,19.239999999999995,38,0.38
qfa-0-3172,26.97103439022981,0.00951976554134926,40.64,65,0.65,0.008828131767435162,17.95,34,0.34
qfa-0-3173,68.73010261052141,0.011163605774319142,41.67,63,0.63,0.009809766978576257,6.0600000000000005,29,0.29
qfa-0-3174,33.8766130826059,0.010461303728045091,45.17,71,0.71,0.009988658720239647,22.03,45,0.45
qfa-0-3176,39.3463646649689,0.01072379634014132,42.32,63,0.63,0.010197945474256528,16.9,36,0.36
qfa-0-3177,14.136661556523723,0.010584813216585165,43.85,67,0.67,0.009329270944878367,7.26,29,0.29
qfa-0-3178,37.14284503210906,0.007845902924094246,38.93,65,0.65,0.007699992271612691,22.23,43,0.43
qfa-0-3179,39.32056019386667,0.011450927864016596,43.970000000000006,57,0.57,0.009388487431476987,9.879999999999999,28,0.28
qfa-0-3180,42.211700497028,0.009568720733029511,46.54,63,0.63,0.008338879049308735,22.810000000000002,40,0.4
qfa-0-3181,46.06418644523581,0.010680563204211669,41.39999999999999,63,0.63,0.010148933877294066,12.570000000000002,31,0.31
qfa-0-3182,35.045934404003155,0.009487993797287653,40.46999999999999,71,0.71,0.009279744673607565,5.1899999999999995,31,0.31
qfa-0-3183,51.90383122643953,0.00992615146278988,40.99999999999999,72,0.72,0.008765301270652118,12.2,35,0.35
qfa-0-3184,47.03147243922868,0.009963222804920884,47.730000000000004,63,0.63,0.007841853886832596,6.1,32,0.32
qfa-0-3185,43.95614312679702,0.010390979326374611,41.63,65,0.65,0.009160531753935466,18.050000000000004,40,0.4
qfa-0-3186,39.44290701809124,0.010582860883657407,37.88,62,0.62,0.00953882325063415,12.36,34,0.34
qfa-0-3187,44.192331336530195,0.008742071316688369,44.36,68,0.68,0.008670551563637772,24.169999999999995,38,0.38
